Wall time,Step,Value
1648562529.5866823,4000,0.12725132703781128
1648562592.000929,8000,1.5080881118774414
1648562654.5686564,12000,2.0013020038604736
1648562712.2846167,16000,1.8279744386672974
1648562768.1476028,20000,3.928363561630249
1648562823.9929364,24000,2.181492328643799
1648562879.8301241,28000,3.8581037521362305
1648562935.651337,32000,3.437298059463501
1648562991.5124242,36000,3.4057440757751465
1648563047.8196929,40000,0.9173324704170227
1648563103.998756,44000,2.5556466579437256
1648563160.3027077,48000,3.5006661415100098
1648563216.6621923,52000,-0.09237323701381683
1648563273.4523492,56000,4.2186665534973145
1648563331.609795,60000,4.61720609664917
1648563390.602155,64000,4.294243335723877
1648563450.55248,68000,3.730198860168457
1648563510.9630964,72000,4.011399745941162
1648563572.154505,76000,2.9730427265167236
1648563634.3614979,80000,4.417158603668213
1648563698.793774,84000,3.956129312515259
1648563764.1499202,88000,4.262563228607178
1648563829.5440726,92000,3.8580195903778076
1648563894.8113666,96000,3.5010457038879395
1648563960.0454736,100000,3.52543568611145
1648564025.561745,104000,3.2256360054016113
1648564091.1029594,108000,3.3558340072631836
1648564156.5632544,112000,3.5979793071746826
1648564221.985788,116000,4.474752902984619
1648564287.4773102,120000,5.041890621185303
1648564353.0705333,124000,5.3228302001953125
1648564418.8650336,128000,2.3774778842926025
1648564485.0323086,132000,4.9684157371521
1648564550.9667277,136000,5.28209924697876
1648564617.0900662,140000,4.702038764953613
1648564683.228673,144000,4.053347110748291
1648564749.3870525,148000,4.107010841369629
1648564814.7550585,152000,5.085931301116943
1648564879.8917973,156000,3.61647891998291
1648564945.3513222,160000,3.5182321071624756
1648565010.4867742,164000,6.064834117889404
1648565075.4808662,168000,5.793826580047607
1648565139.894233,172000,-0.10663552582263947
1648565204.26295,176000,4.6678900718688965
1648565268.4150822,180000,4.343531131744385
1648565332.4484081,184000,5.782951831817627
1648565396.517986,188000,5.350366592407227
1648565460.4832675,192000,5.996579647064209
1648565524.3949194,196000,4.665109157562256
1648565588.7206316,200000,-0.0248569305986166
1648565653.3636274,204000,5.227210998535156
1648565717.633384,208000,5.47980260848999
1648565781.9427557,212000,6.830820083618164
1648565846.29107,216000,6.2035908699035645
1648565910.7218394,220000,4.350796699523926
1648565975.1869707,224000,7.31294584274292
1648566039.5781221,228000,6.814946174621582
1648566103.9319162,232000,7.217729091644287
1648566168.3582702,236000,7.528163433074951
1648566232.719059,240000,5.875166893005371
1648566297.5298126,244000,6.577934265136719
1648566362.222507,248000,6.137299537658691
1648566426.974259,252000,6.949018478393555
1648566491.829398,256000,7.345323085784912
1648566557.0213003,260000,6.821191787719727
1648566622.1839728,264000,6.662558078765869
1648566687.390681,268000,7.001606464385986
1648566752.4022765,272000,0.37232160568237305
1648566817.3379946,276000,5.814783096313477
1648566882.4888904,280000,6.4044318199157715
1648566947.9460077,284000,6.441960334777832
1648567017.5741656,288000,5.862284183502197
1648567086.192977,292000,6.989850997924805
1648567154.2222126,296000,7.874095916748047
1648567220.5421584,300000,7.877650737762451
1648567286.8397417,304000,7.495626926422119
1648567353.4784968,308000,5.827641010284424
1648567419.795049,312000,-0.5368644595146179
1648567486.0635765,316000,5.6911444664001465
1648567552.28087,320000,6.617590427398682
1648567618.3309197,324000,8.364936828613281
1648567684.338514,328000,8.76317024230957
1648567750.5539107,332000,8.947604179382324
1648567816.7551057,336000,7.122485160827637
1648567883.0911162,340000,6.038693904876709
1648567949.5290947,344000,4.829386234283447
1648568016.1260998,348000,8.937653541564941
1648568082.9226453,352000,8.673336029052734
1648568149.5216153,356000,7.126018047332764
1648568216.0920284,360000,-0.5689245462417603
1648568282.2126398,364000,6.7483906745910645
1648568349.1122806,368000,7.023057460784912
1648568414.1183712,372000,6.467985153198242
1648568479.0809267,376000,6.359584808349609
1648568544.0549304,380000,9.209766387939453
1648568613.5852144,384000,9.876579284667969
1648568691.6678202,388000,7.220913887023926
1648568763.8832457,392000,8.33409595489502
1648568838.271514,396000,8.257391929626465
1648568904.226669,400000,9.088971138000488
1648568970.1622176,404000,8.544060707092285
1648569036.5324147,408000,8.169963836669922
1648569102.42818,412000,8.53584098815918
1648569168.5968332,416000,9.083694458007812
1648569234.745193,420000,8.004393577575684
1648569300.9877028,424000,8.673990249633789
1648569367.8862033,428000,-0.21136422455310822
1648569462.4373474,432000,11.33091926574707
1648569558.5859869,436000,10.395980834960938
1648569655.1388626,440000,10.0524263381958
1648569752.3059564,444000,6.101689338684082
1648569854.1215115,448000,8.644166946411133
1648569952.5210042,452000,4.9506516456604
1648570046.3526762,456000,8.282126426696777
1648570146.2834067,460000,10.431185722351074
1648570244.70297,464000,10.624872207641602
1648570337.3376226,468000,8.462057113647461
1648570434.2548738,472000,10.860933303833008
1648570532.128338,476000,11.167326927185059
1648570628.4831643,480000,-0.49979257583618164
1648570728.868396,484000,8.157035827636719
1648570823.5789564,488000,10.36030101776123
1648570918.8782861,492000,5.910068988800049
1648571013.084743,496000,9.123189926147461
1648571109.8926344,500000,11.326776504516602
