Wall time,Step,Value
1648526081.8827302,4000,0.18013697862625122
1648526149.2776108,8000,0.1801360845565796
1648526216.6859555,12000,-0.14681068062782288
1648526284.1915014,16000,2.6458590030670166
1648526351.6675901,20000,0.03390532732009888
1648526419.1865168,24000,2.1091957092285156
1648526486.6944752,28000,0.859934389591217
1648526554.5519004,32000,-0.5108741521835327
1648526622.5359266,36000,0.692855179309845
1648526690.6022768,40000,3.189864158630371
1648526758.93874,44000,0.4539555311203003
1648526827.4881709,48000,2.5492284297943115
1648526896.160259,52000,1.2838475704193115
1648526965.1177797,56000,3.359966278076172
1648527034.5965078,60000,2.9381961822509766
1648527104.5430913,64000,-0.4989650249481201
1648527174.9746976,68000,3.7998998165130615
1648527245.5891948,72000,1.5627723932266235
1648527316.4661722,76000,5.671471118927002
1648527387.6753254,80000,5.297152042388916
1648527459.429593,84000,1.6490821838378906
1648527531.6678984,88000,4.211251258850098
1648527604.2728784,92000,5.323460578918457
1648527685.5426035,96000,0.668207585811615
1648527768.2724876,100000,1.206724762916565
1648527851.096047,104000,6.881015300750732
1648527934.1149273,108000,5.893441200256348
1648528017.3058395,112000,0.7622318267822266
1648528100.6469474,116000,5.3175225257873535
1648528184.1039436,120000,4.135105133056641
1648528267.6363919,124000,4.566566467285156
1648528351.3777761,128000,3.553330421447754
1648528435.104007,132000,-0.4508846700191498
1648528517.939485,136000,4.823822021484375
1648528600.8402326,140000,-0.854287326335907
1648528677.376313,144000,5.387229919433594
1648528752.0634634,148000,6.2531352043151855
1648528826.6316092,152000,5.590461730957031
1648528901.110946,156000,7.292823791503906
1648528975.8136272,160000,0.07318411767482758
1648529050.8455784,164000,-0.9717727303504944
1648529126.0815158,168000,8.276938438415527
1648529201.3689332,172000,5.9952898025512695
1648529282.2429693,176000,1.4364957809448242
1648529367.4803045,180000,4.885349750518799
1648529451.7903578,184000,1.4678740501403809
1648529535.3780446,188000,4.829073905944824
1648529619.093507,192000,6.049890518188477
1648529703.1003852,196000,-0.27028608322143555
1648529788.9644268,200000,0.32011470198631287
1648529873.8049881,204000,8.152974128723145
1648529958.098447,208000,6.9615654945373535
1648530042.479885,212000,8.579378128051758
1648530126.9926238,216000,7.692301273345947
1648530211.485102,220000,8.983888626098633
1648530295.7364688,224000,5.726492404937744
1648530380.028827,228000,7.450068473815918
1648530465.5509944,232000,7.562272548675537
1648530552.0485187,236000,6.133407115936279
1648530638.6241655,240000,6.960699558258057
1648530723.645604,244000,-0.3638973534107208
1648530808.5681524,248000,8.310328483581543
1648530893.3846848,252000,8.384051322937012
1648530978.3018916,256000,6.502542972564697
1648531063.5373063,260000,6.860219955444336
1648531148.9403205,264000,8.815277099609375
1648531234.3857076,268000,8.15434741973877
1648531319.855974,272000,5.929877758026123
1648531405.4949481,276000,6.159942626953125
1648531491.2396638,280000,6.224783420562744
1648531577.0862064,284000,7.140590190887451
1648531663.0613625,288000,7.026957988739014
1648531749.2523057,292000,5.223498821258545
1648531835.4373276,296000,9.290447235107422
1648531921.752566,300000,9.513489723205566
1648532008.0399675,304000,6.328371047973633
1648532094.397681,308000,4.642702579498291
1648532180.8693373,312000,4.130297660827637
1648532267.4582324,316000,7.6924238204956055
1648532353.8798857,320000,1.2161931991577148
1648532440.2030177,324000,8.28567123413086
1648532526.528314,328000,8.025368690490723
1648532612.904465,332000,-0.08157777786254883
1648532699.2751505,336000,7.550707817077637
1648532785.5368156,340000,7.902344226837158
1648532871.9196794,344000,7.4923295974731445
1648532958.205283,348000,7.490407943725586
1648533044.4834232,352000,8.078737258911133
1648533130.7900426,356000,7.093081951141357
1648533217.0326996,360000,6.516756057739258
1648533303.4241793,364000,8.282753944396973
1648533389.9110453,368000,7.479515552520752
1648533476.5071154,372000,7.274753570556641
1648533563.2171283,376000,6.5757646560668945
1648533649.8745363,380000,7.532254219055176
1648533736.6176267,384000,7.012877464294434
1648533823.401636,388000,9.593398094177246
1648533910.3499856,392000,7.797573566436768
1648533997.4776738,396000,-0.7702662348747253
1648534084.590868,400000,0.05593068525195122
1648534171.7292273,404000,7.726078987121582
1648534259.0922956,408000,9.151400566101074
1648534346.5845928,412000,9.194738388061523
1648534434.296277,416000,9.659777641296387
1648534521.9463716,420000,8.055421829223633
1648534610.3504028,424000,9.411283493041992
1648534699.42825,428000,8.231363296508789
1648534788.502558,432000,6.717094898223877
1648534877.8331804,436000,9.216100692749023
1648534967.3569496,440000,9.370322227478027
1648535056.808977,444000,6.63517951965332
1648535146.2578557,448000,9.629733085632324
1648535235.8106017,452000,10.276761054992676
1648535325.4259062,456000,8.56525707244873
1648535415.1091013,460000,8.0988187789917
1648535504.9007041,464000,5.96544075012207
1648535594.7317147,468000,8.737724304199219
1648535701.0561604,472000,7.947847843170166
1648535781.1007967,476000,6.734531879425049
1648535860.9809413,480000,8.633940696716309
1648535940.9118617,484000,8.747154235839844
1648536021.0734406,488000,10.3209867477417
1648536101.093861,492000,9.34751033782959
1648536181.1341708,496000,9.213626861572266
1648536261.2166178,500000,8.454828262329102
