Wall time,Step,Value
1648464920.7812757,4000,1.1741021871566772
1648464987.779778,8000,-2.022461414337158
1648465052.8379912,12000,0.1845693290233612
1648465119.3211997,16000,-0.15620969235897064
1648465186.0032508,20000,1.6449280977249146
1648465252.7119818,24000,-0.04908255860209465
1648465318.5593681,28000,2.959862232208252
1648465385.2069159,32000,2.106999397277832
1648465450.3713198,36000,2.9723310470581055
1648465515.5308998,40000,2.9112861156463623
1648465580.8324502,44000,4.498548984527588
1648465647.505721,48000,3.079619884490967
1648465714.4323995,52000,2.6882359981536865
1648465782.0906034,56000,2.297912359237671
1648465849.8141313,60000,4.194997787475586
1648465916.406947,64000,4.472496509552002
1648465986.7945662,68000,4.45334529876709
1648466061.4103906,72000,5.840747833251953
1648466137.0719578,76000,5.401407718658447
1648466213.74559,80000,5.476116180419922
1648466288.9768174,84000,3.908446788787842
1648466366.9213083,88000,6.36488676071167
1648466441.9738839,92000,5.568574905395508
1648466518.8449924,96000,4.940115928649902
1648466595.531081,100000,4.962463855743408
1648466666.1671212,104000,4.402670860290527
1648466744.803513,108000,3.9633114337921143
1648466822.2008338,112000,6.661459922790527
1648466895.7881253,116000,5.325379371643066
1648466968.5081728,120000,5.147202014923096
1648467039.6671178,124000,4.959372520446777
1648467110.80494,128000,4.296892166137695
1648467181.234806,132000,-1.4647191762924194
1648467264.4753525,136000,4.94519567489624
1648467348.0556204,140000,5.10957670211792
1648467425.3476932,144000,6.016232013702393
1648467501.721018,148000,5.847044944763184
1648467575.144316,152000,5.213572025299072
1648467652.8623931,156000,7.457551956176758
1648467723.9431643,160000,5.5780792236328125
1648467796.6049974,164000,6.484195709228516
1648467874.3480434,168000,6.265312671661377
1648467953.930601,172000,7.23584508895874
1648468033.4807186,176000,6.5987749099731445
1648468110.1380007,180000,6.057116985321045
1648468182.009474,184000,4.805059432983398
1648468255.0490882,188000,6.28825044631958
1648468335.7574706,192000,5.109118938446045
1648468406.9492497,196000,3.9443187713623047
1648468480.0222943,200000,0.3829209804534912
1648468555.7334144,204000,5.467507839202881
1648468634.4846387,208000,4.3406291007995605
1648468717.391122,212000,7.302314758300781
1648468795.332622,216000,4.6621832847595215
1648468877.3464913,220000,4.5428547859191895
1648468957.1924481,224000,4.959860801696777
1648469029.6229465,228000,4.599624156951904
1648469104.4221542,232000,6.600343227386475
1648469177.0815485,236000,6.769154071807861
1648469251.6727085,240000,5.99497652053833
1648469324.8286057,244000,5.488313674926758
1648469398.6128623,248000,5.2855706214904785
1648469471.830018,252000,6.288924694061279
1648469548.17055,256000,-0.26760587096214294
1648469621.9321687,260000,5.7513017654418945
1648469697.7865489,264000,4.760145664215088
1648469775.5905435,268000,6.2904052734375
1648469850.236156,272000,6.3526411056518555
1648469925.7216592,276000,-0.2043626308441162
1648469999.4637215,280000,8.031770706176758
1648470080.1693795,284000,6.932877063751221
1648470157.4697933,288000,6.263439178466797
1648470237.155302,292000,4.292593002319336
1648470314.0090249,296000,-1.3956094980239868
1648470388.4402392,300000,6.76866340637207
1648470463.8703573,304000,8.345781326293945
1648470537.36617,308000,6.969427585601807
1648470611.2878637,312000,6.964715003967285
1648470687.1093678,316000,7.814208984375
1648470764.3167572,320000,8.525045394897461
1648470839.549529,324000,7.0184454917907715
1648470917.5951815,328000,7.01057243347168
1648470999.208894,332000,0.37011075019836426
1648471079.8501284,336000,8.520204544067383
1648471161.5703273,340000,7.331350326538086
1648471243.146731,344000,0.009236909449100494
1648471320.4662058,348000,0.2193138599395752
1648471395.4224982,352000,6.890368938446045
1648471471.7986982,356000,9.76937198638916
1648471545.89158,360000,6.71256160736084
1648471624.954023,364000,7.972227573394775
1648471700.6488059,368000,10.15660572052002
1648471782.6479094,372000,10.012367248535156
1648471861.976071,376000,10.11946964263916
1648471943.1298885,380000,8.347488403320312
1648472023.658476,384000,9.014805793762207
1648472103.7431507,388000,4.940122604370117
1648472180.4182763,392000,6.38308048248291
1648472256.999309,396000,0.5048098564147949
1648472334.041301,400000,8.928025245666504
1648472412.3917713,404000,7.9407958984375
1648472492.130915,408000,4.302731513977051
1648472575.2488267,412000,4.680220603942871
1648472661.0155444,416000,8.651325225830078
1648472761.3394735,420000,9.181319236755371
1648472859.8485453,424000,11.229291915893555
1648472947.9015975,428000,9.317048072814941
1648473034.3994427,432000,6.355284690856934
1648473112.6227074,436000,9.604153633117676
1648473192.5089655,440000,8.137065887451172
1648473268.4623697,444000,-0.057384248822927475
1648473344.2411654,448000,8.521062850952148
1648473420.2866645,452000,9.066521644592285
1648473497.1311948,456000,10.915889739990234
1648473574.4376025,460000,-0.14173981547355652
1648473651.1543536,464000,11.075697898864746
1648473727.7970417,468000,9.792074203491211
1648473814.0729167,472000,8.96461009979248
1648473898.2548425,476000,-0.4545432925224304
1648473984.5954483,480000,-0.4212358295917511
1648474068.4718947,484000,10.72341537475586
1648474147.385658,488000,6.330784797668457
1648474225.3241305,492000,10.274890899658203
1648474303.0705457,496000,11.979384422302246
1648474380.7211874,500000,0.4950675666332245
