Wall time,Step,Value
1648454349.369242,66,0.6436923742294312
1648454351.4762194,225,2.6152615547180176
1648454354.5336323,405,0.25193408131599426
1648454359.6513186,707,3.0832138061523438
1648454363.195849,912,2.870469808578491
1648454368.6573057,1229,2.5898044109344482
1648454374.4973874,1569,3.0800282955169678
1648454380.2207654,1902,3.01814341545105
1648454385.954661,2234,2.9737658500671387
1648454391.8239768,2574,2.9744999408721924
1648454397.7209716,2915,3.011387348175049
1648454403.7284446,3262,2.9467437267303467
1648454410.159389,3619,2.918156385421753
1648454418.1465814,3977,3.05422043800354
1648454425.2621832,4344,2.9654955863952637
1648454432.0995917,4711,3.111867904663086
1648454439.0263863,5041,3.218681812286377
1648454446.346028,5372,2.919813632965088
1648454455.451898,5756,2.9414429664611816
1648454463.5827746,6183,2.4373703002929688
1648454471.4820178,6636,2.729090690612793
1648454478.6548567,7030,2.3538553714752197
1648454487.4684732,7484,2.387404203414917
1648454496.2631128,7866,2.2219603061676025
1648454505.426405,8290,2.294856071472168
1648454514.0751088,8721,2.5515103340148926
1648454521.874603,9117,2.609550714492798
1648454528.9897535,9500,2.8296520709991455
1648454535.5973504,9876,2.8565266132354736
1648454541.9748487,10246,2.8794262409210205
1648454549.107062,10606,3.0156028270721436
1648454555.9989827,10959,2.7969624996185303
1648454562.946619,11316,2.4840192794799805
1648454569.858869,11672,2.841198682785034
1648454576.823862,12030,2.7005527019500732
1648454583.9547727,12397,2.508803367614746
1648454591.1254046,12766,2.6525003910064697
1648454598.6392949,13153,2.6904327869415283
1648454606.1121178,13537,2.7283098697662354
1648454613.530569,13919,2.6348230838775635
1648454620.9450786,14301,2.6651368141174316
1648454628.5793076,14691,2.882718801498413
1648454638.0423598,15111,2.639540433883667
1648454646.6564891,15539,2.624046564102173
1648454653.8234856,15952,2.455075263977051
1648454660.8671055,16360,2.4480180740356445
1648454668.6314821,16801,2.057593584060669
1648454676.3850431,17232,2.3132612705230713
1648454684.283916,17645,2.066258430480957
1648454693.152502,18082,1.8778283596038818
1648454702.1331391,18527,2.688629150390625
1648454712.1411314,19017,1.8499383926391602
1648454722.1943412,19501,1.7695657014846802
1648454732.2231567,19981,1.9748140573501587
1648454742.4203713,20469,1.776448130607605
1648454752.7458928,20950,2.015504837036133
1648454764.4534614,21448,2.9098994731903076
1648454774.3515327,21953,3.1045455932617188
1648454784.7355645,22480,2.703799247741699
1648454796.1711388,23035,2.703571081161499
1648454808.2379768,23599,2.7597808837890625
1648454821.2211115,24147,2.578972578048706
1648454832.550855,24698,2.803668975830078
1648454842.6142352,25196,2.9868266582489014
1648454853.9583445,25651,3.0049731731414795
1648454863.6787846,26097,2.9145355224609375
1648454873.481024,26543,3.0057318210601807
1648454883.0733612,27013,3.7629847526550293
1648454891.1065845,27465,3.769479751586914
1648454898.2204266,27877,3.275472640991211
1648454906.5725417,28361,3.3108575344085693
1648454914.7291958,28834,3.5821452140808105
1648454923.228604,29326,2.9641194343566895
1648454931.2204,29790,3.009657144546509
1648454939.3166502,30259,2.9182233810424805
1648454947.375526,30726,3.173363447189331
1648454955.6396341,31206,3.370790719985962
1648454964.69167,31731,3.1725995540618896
1648454973.69805,32254,3.5893161296844482
