Wall time,Step,Value
1648537941.9769711,1108,-0.3320547938346863
1648537969.0324805,2220,-2.43032169342041
1648537976.7187412,2533,-1.0336740016937256
1648538012.7277987,3780,-0.16583405435085297
1648538037.2900784,4647,-0.39281442761421204
1648538043.110315,4871,-1.4378323554992676
1648538105.2528577,7105,0.9008415341377258
1648538110.3819637,7314,-2.9998791217803955
1648538124.7696867,7863,-1.82174551486969
1648538179.1237457,9982,-0.2211819440126419
1648538257.8817406,13040,0.34966912865638733
1648538285.4222665,14092,-0.26147472858428955
1648538349.7087758,16573,-0.5874156355857849
1648538405.754665,18781,0.7810395956039429
1648538507.3047225,22781,1.0039783716201782
1648538575.1036036,24961,0.537054717540741
1648538641.218882,27270,-2.6362175941467285
1648538719.085901,30048,-0.7141242623329163
1648538740.8348603,30839,-0.9619776606559753
1648538824.555389,34141,0.4816913604736328
1648538904.3236682,37290,0.7115917205810547
1648538958.586131,39482,0.6961520314216614
1648539014.3944573,41703,-0.720739483833313
1648539093.3330517,44891,0.6616463661193848
1648539139.7518284,46754,-1.207403302192688
1648539191.166514,48851,-0.21513663232326508
1648539245.718917,51046,0.7834853529930115
1648539303.8103716,53448,0.4314551055431366
1648539356.121505,55590,0.8686255216598511
1648539410.325737,57749,0.03048139251768589
1648539455.1452856,59499,-0.1948542445898056
1648539510.8959582,61759,0.7848743200302124
1648539560.8682952,63826,-0.3675678074359894
1648539608.5053782,65771,2.421497344970703
1648539676.2021568,68556,0.7556928396224976
1648539702.9459157,69648,0.4954410493373871
1648539735.252241,70919,0.7041122317314148
1648539764.2821844,72061,-1.2710225582122803
1648539793.6148508,73238,-1.5623513460159302
1648539799.8559797,73516,-2.7449865341186523
1648539847.6665168,75650,-1.4416496753692627
1648539856.4572656,76093,-0.845855712890625
1648539902.170982,78373,0.8106631636619568
1648539915.781346,79055,0.7793600559234619
1648539973.67178,81934,1.052844762802124
1648539981.1218746,82304,0.040939029306173325
1648540023.7382472,84344,-2.0092475414276123
1648540029.0106616,84556,-1.1583566665649414
1648540095.263343,87232,0.20476895570755005
1648540130.760659,88561,0.3862743079662323
1648540162.5605574,89773,0.3202149271965027
1648540196.723969,91092,1.1297128200531006
1648540262.3032935,93630,1.69681978225708
1648540290.5104063,94700,1.115979790687561
1648540395.1528761,98700,0.7381253242492676
1648540398.6703818,98826,1.2296738624572754
1648540434.713089,100199,-2.858330011367798
1648540491.6178606,102359,0.2789735794067383
1648540514.5233471,103220,0.4449952244758606
1648540572.7723577,105428,-0.04047612100839615
1648540627.6032622,107514,-0.609991192817688
1648540677.4491997,109415,0.5134934782981873
1648540737.3941727,111762,0.47789689898490906
1648540754.9678178,112437,0.08378403633832932
1648540812.9795573,114646,1.029937982559204
1648540818.7118278,114861,-0.43564894795417786
1648540831.7446034,115350,0.7026450634002686
1648540895.5377414,117678,0.6528080105781555
1648540982.6442132,120793,0.4526580274105072
1648541031.4449353,122573,0.6600778698921204
1648541040.2679353,122887,1.3832842111587524
1648541127.0076568,125994,0.12967941164970398
1648541137.0247219,126362,1.6333115100860596
1648541159.0880985,127195,0.6644748449325562
1648541185.8584814,128196,-0.02723081409931183
1648541245.613633,130484,-0.10249107331037521
1648541281.0047333,131841,0.19964154064655304
1648541286.3063648,132046,-1.8642971515655518
1648541291.023468,132227,0.3539092540740967
1648541338.7162094,134054,1.167590618133545
1648541397.3230278,136227,1.1297752857208252
1648541455.844422,138424,-1.8240907192230225
1648541499.7900317,140143,0.6403701305389404
1648541581.2914586,143382,0.737994909286499
1648541639.064572,145468,2.862917184829712
1648541677.9481301,146946,0.721432089805603
1648541722.2850797,148584,0.07404834032058716
1648541732.4243324,148954,1.1130844354629517
1648541773.0965924,150437,0.1635420322418213
1648541823.8856745,152347,1.2696218490600586
1648541880.5219681,154421,-0.301993727684021
1648541967.1077168,157702,0.7316834330558777
1648542032.1218965,160136,0.8093280792236328
1648542038.2850626,160361,0.6589077711105347
1648542075.471554,161742,1.2598439455032349
1648542082.9518993,162026,0.7109476923942566
1648542108.0660462,162965,2.3654086589813232
1648542153.9315891,164644,1.5044918060302734
1648542175.624282,165464,2.339016914367676
1648542241.2603197,167811,-0.2576839029788971
1648542287.41628,169575,2.3288443088531494
1648542322.4393914,170995,0.879400372505188
1648542359.153819,172492,0.17083163559436798
1648542416.9096103,174687,0.6189323663711548
1648542456.7110255,176123,1.2709263563156128
1648542494.11018,177554,-0.26439985632896423
1648542535.4362037,179247,-0.08071283996105194
1648542592.6835485,181901,0.46976348757743835
1648542609.4219074,182691,-1.1916440725326538
1648542621.3189123,183252,0.16398143768310547
1648542665.3943186,185321,2.8884382247924805
1648542695.8558834,186620,0.7245419025421143
